date,open,high,low,close,volume,turnover
20251010,281000,283000,271000,275000,143951,39524256500
20251013,265500,273000,265500,268000,114750,30789993250
20251014,265500,268000,260000,266000,137739,36361666500
20251015,265500,272500,262000,272500,146761,39464227000
20251016,271000,272500,266000,270000,50908,13656063500
20251017,266500,269000,258500,259000,112587,29439652000
20251020,260000,266000,258500,261000,65469,17137136000
20251021,263500,263500,257500,263500,104197,27182812250
20251022,263000,263000,257500,262500,43621,11396607500
20251023,260000,274500,260000,265500,94905,25483616500
20251024,268000,268500,259500,263500,74372,19572401500
20251027,263500,264000,258500,262000,82809,21622845750
20251028,263000,271000,261000,268500,57171,15344659000
20251029,271500,272500,260000,262000,64735,17005085500
20251030,264000,267500,260500,261500,40070,10540030000
20251031,264500,265000,261000,262000,40346,10591733500
20251103,267500,271000,260000,263000,66233,17582968750
20251104,264000,271500,232500,236000,254541,62450734000
20251105,238500,239000,221000,228500,248068,56139956750
20251106,231000,231500,215500,217500,183947,40172911750
20251107,210500,218500,208500,214000,151031,32049321520
20251110,214500,220000,209500,219000,73322,15733511000
20251111,219500,225500,218000,222500,70119,15586997500
20251112,225000,226500,221000,225000,59961,13412948250
20251113,225500,240000,224000,238500,135131,31704106500
20251114,237000,247500,231500,238500,105831,25714751250
20251117,241000,243000,233000,235000,64711,15383609250
20251118,235500,236000,229000,231000,42357,9805617250
20251119,231500,233000,225500,225500,69831,15947230500
20251120,228500,235500,227500,233500,46966,10869452250
20251121,229000,232500,223500,225000,38746,8774368000
20251124,228000,228500,219000,221000,59509,13164912500
20251125,223000,223000,214500,215500,44829,9709586250
20251126,215500,221500,215500,219500,37692,8264407750
20251127,220500,222500,216500,220000,24694,5439587250
20251128,223000,231500,222500,228500,55889,12762585250
20251201,231500,240500,230000,236000,93345,22091106250
20251202,239000,239000,230500,232000,70603,16471074500
20251203,234000,235000,228500,229000,46364,10682817500
20251204,227500,230000,219500,221000,40444,8995277750
20251205,221500,224500,219000,223000,25779,5708176000
20251208,223500,225500,219500,219500,27299,6037014250
20251209,221000,233000,219000,227500,52047,11722496750
20251210,226000,238000,225500,225500,42047,9695532750
20251211,226500,239500,224500,227500,59365,13681247000
20251212,228500,233500,219500,226500,72910,16451854825
20251215,225000,225000,220500,220500,45765,10178444250
20251216,220000,235500,220000,230000,83164,19078270250
20251217,229500,250000,229500,245500,145685,35697792500
20251218,246000,247500,234000,235000,104396,24870900000
20251219,239000,242500,230500,233000,74550,17532157250
20251222,236500,240000,230500,235000,41168,9719268750
20251223,238000,238000,228500,230000,28304,6560596250
20251224,230500,238000,229000,231500,26540,6176349500
20251226,234000,234000,225000,227000,28626,6528240250
20251229,226000,229000,222000,226000,33675,7580898500
20251230,225500,232000,224500,230500,26492,6079842500
20260102,233500,240000,233500,235000,42214,10024932000
20260105,238500,240000,225500,229500,69904,15904179250
20260106,230000,234500,226500,227000,35799,8195944500
20260107,227500,229000,221500,223500,48300,10805329250
20260108,222000,232500,219000,230000,44680,10121512250
20260109,232500,243500,231500,242500,111894,26690342750
20260112,243000,245000,234000,243500,69581,16735504750
20260113,241500,243000,231500,233500,70779,16606319250
20260114,233500,240000,232000,233500,63598,14948648750
20260115,234500,236000,225000,227500,79501,18128821000
20260116,229000,249000,223500,242000,180786,43341587000
20260119,244500,245000,231500,235000,87505,20589915500
20260120,237000,245000,234500,237500,68935,16554529250
20260121,232000,237000,227000,229000,80142,18390162750
20260122,228000,263500,226500,255000,256725,64140947750
20260123,260000,267500,252500,263500,118460,31031027500
20260126,274000,286500,269000,285500,229095,64056752750
20260127,280500,291500,267000,270500,229866,63200466750
20260128,277500,298000,275000,296500,194640,56634449250
20260129,304500,308500,280000,288500,252634,74000549500
20260130,296500,299000,276000,276500,200286,57359808000
20260202,270500,279500,263000,267500,89915,24316451000
20260203,277500,277500,257500,260000,105622,27580228250
20260204,264500,267500,256000,257000,78749,20479756000
20260205,254000,259500,249500,250000,75455,19164653750
20260206,242500,245000,236500,243500,57091,13716200500
20260209,245500,252500,244000,248500,46346,11465778750
20260210,254000,265500,254000,260000,59535,15551217500
20260211,265000,291000,259000,286000,166264,46311545500
20260212,274500,275500,259000,263500,267768,70454626250
20260213,258500,261500,252500,253500,86250,21960110250
20260219,256000,270000,254000,269500,121498,32126498000
20260220,267000,269000,257500,259000,54136,14117910500
20260223,265500,265500,259500,262000,59052,15482836750
20260224,264000,269500,262000,268000,62254,16521015750
20260225,269000,269000,262000,263500,69120,18194541098
20260226,266000,271000,261500,265500,74726,19898091285
20260227,262000,270000,261000,270000,59634,15900763000
20260303,263000,268000,256000,256000,76280,19959810500
20260304,252000,263500,233500,234000,121603,29874970500
20260305,245000,268500,240500,258000,91760,23651561000
20260306,253000,265000,253000,261500,57447,14968765750
20260309,249500,253000,241500,249500,43402,10730062000
20260310,261000,261000,249000,255000,55601,14203022750
20260311,255500,257500,248000,248000,65177,16440527750
20260312,244500,247500,232500,244500,122687,29391536250
20260313,237000,241500,234500,239500,43529,10388590250
20260316,238000,245000,233500,242000,41397,9958077750
20260317,241500,254500,239500,250000,59214,14797849000
20260318,253000,273000,253000,269500,116827,31368434000
20260319,262500,268000,258500,262000,58090,15210721750
20260320,262000,269000,250000,267000,54035,14317672250
20260323,256000,260000,249000,250000,38331,9699311000
20260324,253500,259000,252000,256500,36085,9224990250
20260325,257000,262000,252500,258000,39752,10210964250
20260326,255000,265000,254000,254500,47218,12248753000
20260327,248500,262000,248000,259500,36870,9477468500
20260330,256000,261000,245500,246000,37706,9455621500
20260331,245000,245500,239500,240500,39764,9619035250
20260401,247500,261000,246500,257000,42031,10761044500
20260402,256500,259500,241000,243000,39567,9772569000
20260403,245500,249500,242500,243000,37296,9119935000
20260406,241000,245500,237000,237500,19637,4711759000
20260407,241000,245500,236500,240500,19771,4759133000
20260408,253500,258000,242500,248500,73984,18725185000
20260409,247500,254500,245000,250000,40824,10143598000
20260410,250500,258000,249500,255000,24633,6241935250
20260413,248000,258000,246500,256000,22159,5618249500
20260414,260500,263000,252000,253000,42741,10935085500
20260415,258000,264000,255500,263500,32011,8349636750
20260416,261500,268500,260500,262000,26548,6989075500
20260417,263500,275500,263000,269500,54975,14897619000
20260420,271500,275000,267000,271000,38794,10525298775
20260421,272500,276500,255500,261000,65709,17453266750
20260422,258500,264500,258000,264000,41366,10799534000
20260423,266000,268000,255500,260000,40014,10399517250
20260424,258000,271000,257500,267000,41411,11032224000
20260427,269000,272000,266500,268000,35062,9390240250
20260428,268500,270500,264500,265500,30112,8031861000
20260429,268000,269000,261000,263000,22323,5890866750
20260430,261500,264500,252500,252500,53478,13676227500
20260504,257500,269500,257500,261500,44547,11762397500
20260506,266000,266500,254500,255000,64463,16633616250
20260507,257000,268500,236500,259500,138852,36077593750
20260508,268500,298500,256000,291500,246146,69598608000
20260511,292500,306500,290500,295000,82592,24503455500
20260512,291500,291500,268000,280500,99195,27834528250
20260513,286000,288000,274000,278000,48892,13674920750
20260514,280000,287000,275000,285500,51067,14414470000
20260515,288000,288500,278000,282500,72792,20684636750
20260518,281500,281500,253500,261500,43144,11316584000
20260519,260500,272000,260500,265500,42511,11302403250
20260520,266000,267000,244000,254000,63990,15987397250
20260521,256000,266500,255000,259000,54238,14051465250
20260522,263500,279500,262000,267500,72359,19602700250
20260526,273000,275000,260000,260500,52522,13889029250
20260527,261500,263500,253000,255000,49833,12825787750
20260528,253000,256000,242500,254000,55354,13758279750
