date,open,high,low,close,volume,turnover
20251010,43650,45700,43650,45600,86789,3928231300
20251013,45250,45600,44050,45250,46556,2096647525
20251014,44800,45350,44500,44600,41404,1857547350
20251015,44800,46150,44450,46150,209133,9605111725
20251016,45550,45850,44700,45150,41511,1873413150
20251017,44700,44850,44000,44200,32669,1447853850
20251020,44400,44750,43800,44050,35016,1544004725
20251021,44050,44350,43800,43900,24244,1066216000
20251022,43950,44700,43500,44700,19819,873573225
20251023,44300,44750,43900,44500,27466,1216003050
20251024,44550,44600,44050,44600,36375,1609228925
20251027,44250,44900,44100,44900,46048,2047028875
20251028,44850,45400,44400,45250,33308,1502379100
20251029,45500,46850,44800,46650,73839,3418180425
20251030,46050,46650,45500,46350,57652,2660079825
20251031,46100,46600,45500,46500,34557,1598838525
20251103,46350,46400,45000,45700,41573,1886222900
20251104,45200,45600,44600,45150,31181,1403859450
20251105,45200,45200,44050,45100,30121,1345107675
20251106,45400,45400,44500,45300,23954,1078736275
20251107,45300,45350,44600,45350,23784,1068756975
20251110,45450,46100,45100,45800,24516,1120724700
20251111,45650,47250,45600,46200,42040,1948297375
20251112,46150,46750,45900,46700,33905,1575683425
20251113,46600,47550,46600,47550,69527,3277700250
20251114,47000,47000,45500,45750,28514,1313215125
20251117,45750,46600,45400,46200,22445,1036235225
20251118,45500,45800,44750,44850,31662,1426984075
20251119,45250,45500,44100,44600,19373,863886475
20251120,44700,45100,44400,44750,14949,670205575
20251121,44900,45150,44200,44850,12018,534642400
20251124,45400,45700,45150,45200,22070,1001398500
20251125,45750,45950,45200,45550,15232,693573275
20251126,45900,46100,45100,45900,32526,1480123800
20251127,45600,45650,44650,44750,52738,2378591600
20251128,45000,46150,44750,45450,89571,4082813175
20251201,46050,46700,45650,46050,37460,1723547450
20251202,46200,46500,45600,46300,32601,1503737425
20251203,46200,46950,46200,46950,31376,1464097175
20251204,46950,46950,45900,46350,21448,992273150
20251205,46350,46950,46350,46850,23305,1087517500
20251208,46900,46900,45950,46150,17746,819673650
20251209,46100,46100,45550,45700,15922,729835525
20251210,46000,46500,45450,45850,46956,2161064650
20251211,46300,46550,45450,46200,48415,2234648675
20251212,46450,46750,46050,46700,20151,934304175
20251215,46700,46800,46200,46250,28926,1342648675
20251216,46500,46500,45550,46000,35100,1610227925
20251217,46200,46350,45700,46150,28696,1319457725
20251218,46000,46050,45300,45600,19082,870369800
20251219,46000,46650,45900,46650,28301,1312393800
20251222,46950,49500,46700,49500,104650,5048457325
20251223,54800,54800,47600,49250,400047,20226962275
20251224,48600,48650,46650,48350,87955,4226008725
20251226,48450,49300,48300,48500,94975,4631950725
20251229,47000,47800,45800,47550,102523,4822165775
20251230,47050,47250,45800,46150,47925,2213565950
20260102,46150,46250,45150,45200,42948,1951576000
20260105,45600,45600,44000,44150,74861,3323071550
20260106,44500,44500,43750,43750,48203,2114782650
20260107,44000,44000,42700,42900,46191,1992279575
20260108,42750,43300,41550,43300,52624,2224028800
20260109,42800,42800,42200,42300,28443,1205397100
20260112,42350,42600,42300,42400,23202,983244375
20260113,42950,42950,42350,42700,24243,1030832375
20260114,42800,43900,42700,43750,35603,1542097150
20260115,44800,44900,44200,44600,48430,2156479200
20260116,44400,45250,44400,44550,39779,1780647200
20260119,44500,44900,44050,44150,26807,1186017900
20260120,44150,45150,43900,44900,52643,2361376475
20260121,44350,44800,43800,44600,43155,1909512500
20260122,44700,46800,43100,44100,123471,5514301300
20260123,44100,45900,44050,45450,53233,2397498200
20260126,45250,45550,44400,44650,53065,2376287575
20260127,44500,45500,44500,44900,48916,2201329325
20260128,44900,45900,44650,45600,87888,4006251300
20260129,45350,46400,44450,46350,80576,3675230450
20260130,45750,47150,45450,46600,90794,4234575000
20260202,46600,46650,44900,45100,46090,2094820375
20260203,45600,46000,45200,45950,27924,1271807875
20260204,45150,46100,45150,46000,41619,1900029325
20260205,45850,45850,44700,45200,59110,2667886875
20260206,44100,44500,42950,44400,75470,3299713575
20260209,44800,45500,44600,44900,63975,2880657400
20260210,45000,45600,44500,45550,48312,2176419225
20260211,45950,46100,45350,45850,50404,2307250000
20260212,45950,46300,45500,46300,45978,2113839925
20260213,46100,50500,46050,48600,266387,13002827425
20260219,48950,49400,46600,47050,108151,5087347250
20260220,47300,47600,46750,47200,43067,2033526300
20260223,49150,49650,47600,49150,110677,5387399875
20260224,49000,50700,48300,50400,79553,3936753725
20260225,50900,51200,49500,50200,111150,5600000150
20260226,50700,52500,49850,51400,154759,7962212900
20260227,50700,51200,49550,49650,82709,4152730400
20260303,48950,49200,46050,46150,77975,3700641400
20260304,45300,45750,40400,41000,98142,4139439925
20260305,43000,43650,42100,42950,82943,3544707800
20260306,42050,45250,42050,42950,61436,2662606100
20260309,41100,41700,40000,40600,59854,2426207175
20260310,42000,42250,41150,41700,33205,1386596450
20260311,42200,44100,42200,43450,48079,2090832200
20260312,42800,44550,42750,44550,34235,1491353500
20260313,42850,43600,42350,42950,46232,1988482025
20260316,42850,42900,42100,42150,22955,972966100
20260317,42450,42850,41000,41750,71378,2977441300
20260318,42150,43600,42150,43450,42648,1836076775
20260319,42600,43200,42400,42700,23718,1013971900
20260320,42650,43950,42650,43050,27161,1175380975
20260323,42300,42300,41400,41900,34223,1434413300
20260324,42900,43250,42200,43100,24175,1033531025
20260325,43500,43700,43050,43600,23385,1016085450
20260326,43600,43600,42500,42800,16072,691252350
20260327,42100,43000,41650,42900,17410,736056025
20260330,41750,42100,41100,42100,22279,928274925
20260331,41650,42300,40900,41250,43818,1815233925
20260401,42300,42450,40550,41200,80606,3305016975
20260402,41400,41650,38950,39050,67131,2674115000
20260403,39750,39950,38800,38950,35834,1403984250
20260406,39200,39250,38500,38800,33011,1281550300
20260407,38600,39400,38150,38400,48592,1872219025
20260408,39000,40350,39000,40000,52041,2079348775
20260409,40250,40400,39000,40000,44307,1753707250
20260410,40000,40050,38800,39300,70042,2743255050
20260413,38950,39250,38400,38800,53140,2055810600
20260414,38850,39200,38650,38800,46283,1793719100
20260415,39100,39500,39000,39450,47791,1876662700
20260416,39600,40350,39600,39950,49728,1986441925
20260417,40200,40250,39400,39650,34247,1354705700
20260420,39750,39850,39450,39450,31870,1263097050
20260421,39600,39650,38900,39300,53680,2105271275
20260422,39100,39100,38550,38800,50643,1958740725
20260423,39200,39300,38500,38750,40781,1580775075
20260424,38850,39350,38850,39200,31409,1231126075
20260427,39550,39750,39050,39500,48793,1920052325
20260428,39500,41950,39500,41150,135110,5543835425
20260429,41200,44450,40850,44450,162441,7046751000
20260430,43950,46350,43550,45200,161695,7313942325
20260504,45000,45050,41350,41850,108623,4595356725
20260506,41600,41600,39900,39950,77667,3144931050
20260507,40300,40300,39400,39900,56378,2240186375
20260508,39550,40150,38950,39700,62556,2464863800
20260511,39500,39600,38000,38050,97374,3752563200
20260512,38950,39050,36250,36750,184514,6814785050
20260513,36950,36950,34800,35000,142897,5031649525
20260514,35200,36450,34800,36450,93901,3333007700
20260515,37000,37150,34800,35450,90150,3189288450
20260518,35150,35350,33200,34000,100612,3394680850
20260519,33650,33950,32000,32650,134484,4364511700
20260520,32500,32950,31100,31500,104252,3292375350
20260521,31550,32750,31300,31800,104319,3312336700
20260522,32000,33450,31950,32900,106595,3501519125
20260526,33450,33500,31200,31450,104438,3297872000
20260527,31200,31400,29800,30200,131194,3967761025
20260528,30050,30750,29550,30700,72526,2179674525
20260529,30800,30800,29500,30800,72805,2197516975
20260601,30850,31700,29750,31100,65479,2033654300
20260602,30700,31600,29950,31250,50033,1542312775
20260604,30500,31400,30150,30650,50360,1542265825
20260605,31300,31400,29800,30750,39392,1202184750
20260608,29000,30300,28300,28550,43105,1239670575
20260609,28550,30250,28550,29900,34016,1012941875
20260610,31600,33600,31350,32200,112641,3624287575
20260611,31850,33000,31200,32300,95829,3098233550
20260612,32850,34050,32600,33200,56225,1884796300
20260615,34000,35000,33850,34950,45683,1583432825
