date,open,high,low,close,volume,turnover
20251010,86500,86700,82000,84000,254383,21342423350
20251013,82000,84100,81200,84000,178499,14884985050
20251014,84000,84800,79700,79700,363442,29619752450
20251015,80500,83500,80500,83400,199046,16480399250
20251016,84100,84500,82500,83400,166879,13907899150
20251017,83800,85400,81800,82500,238725,19901963400
20251020,83600,89000,83300,88800,369012,32015502950
20251021,89700,95100,88400,90800,502734,46457430200
20251022,91800,96200,88500,96100,461855,42977211700
20251023,94100,97500,91600,94900,382087,36255429400
20251024,96200,96500,92700,94800,260520,24652858750
20251027,97700,108900,97300,107200,1200889,125031763100
20251028,104100,104100,97000,98200,735926,73113200750
20251029,99600,99700,95900,97900,357273,34759089050
20251030,104300,105200,97600,98200,580021,58459588350
20251031,96800,97900,94900,95600,281423,27099473950
20251103,96900,99500,96900,97800,302118,29580242400
20251104,97200,97600,93400,93600,388116,36915052700
20251105,91600,91800,85500,88700,386888,34002482500
20251106,91200,93700,87300,92100,349112,31807548650
20251107,90000,90300,85100,86900,334630,29227952950
20251110,88700,94800,88700,94100,501393,46968966750
20251111,96000,97100,91000,91400,353371,32887408550
20251112,92400,92700,89600,91900,197903,18028196200
20251113,91900,92100,90300,90400,195859,17793239900
20251114,88600,90800,87600,88900,168114,15001845800
20251117,90000,91500,88500,90900,210437,19008058950
20251118,89200,90700,86200,86500,302975,26583240950
20251119,87200,87200,81700,84300,183995,15459188100
20251120,86000,86800,84700,84800,119583,10251949550
20251121,82500,82500,79500,79800,263101,21120552200
20251124,81200,82200,78700,78700,431634,34122102800
20251125,80000,81200,77700,77700,164248,12907146700
20251126,79000,79600,77700,79500,193086,15238076800
20251127,80800,81600,79300,79800,136183,10933671700
20251128,80600,80800,77900,79400,119053,9474251400
20251201,80400,80600,78100,78900,134038,10592026000
20251202,78900,80300,78100,80300,140153,11155902900
20251203,80700,82400,79600,81600,174387,14191186450
20251204,81600,81600,80000,81400,111763,9007791950
20251205,80600,82300,79700,82300,108181,8779784450
20251208,83300,84000,82000,83900,146710,12208175350
20251209,83500,86200,82800,84700,155392,13244793550
20251210,85300,85600,83000,83000,170819,14334924450
20251211,83800,84800,81600,82000,218700,18034475800
20251212,83000,86000,82500,84800,203364,17218364950
20251215,83200,83200,81200,81300,185665,15179888950
20251216,81600,81600,78600,78800,184810,14699291800
20251217,79500,81900,78300,80900,129246,10405304200
20251218,79300,79900,77800,78500,118765,9351139050
20251219,79200,80900,78700,80400,133634,10687615100
20251222,81900,83000,81400,82000,115500,9471202150
20251223,84300,85500,83300,84300,222260,18821489100
20251224,86800,87100,83300,83400,161235,13685297750
20251226,84400,84500,80700,80800,164607,13508464750
20251229,80400,81900,79900,81600,191330,15555829200
20251230,82000,82400,80400,81600,100693,8218857000
20260102,82000,82100,80000,81200,122959,9954627400
20260105,81100,84300,80700,82800,272055,22386313600
20260106,82600,85200,81300,85200,206978,17359053200
20260107,84300,85500,82900,84000,184172,15459439900
20260108,83800,89700,83400,87100,465673,40507900600
20260109,88800,93900,87300,91400,938097,85679074500
20260112,96100,97500,93500,95700,869279,82952648300
20260113,94700,104400,94000,102500,1499681,150039647400
