date,open,high,low,close,volume,turnover
20251010,16960,17140,16350,16520,217215,3609778045
20251013,16210,16410,16080,16150,166261,2691703295
20251014,16040,16380,15950,16220,216768,3516369950
20251015,16220,16730,16220,16390,176301,2908996475
20251016,16340,16850,16340,16600,164229,2712635510
20251017,16480,16740,16410,16550,133471,2217648125
20251020,16550,16920,16360,16850,173735,2904290595
20251021,16740,16920,16640,16820,129500,2172553775
20251022,16820,17650,16700,17580,326997,5670850075
20251023,17440,17660,17250,17250,111175,1940257365
20251024,17460,17630,17280,17400,153475,2680007265
20251027,17250,17560,17160,17470,147472,2565844090
20251028,17400,18660,17400,18430,640206,11698540330
20251029,18500,18520,17850,17950,175149,3177766910
20251030,17980,18100,17800,17880,132434,2375997505
20251031,17880,18140,17690,17730,109362,1950273860
20251103,17730,17840,17540,17690,112000,1975631680
20251104,17520,18250,17510,17900,153866,2758489010
20251105,18100,18150,17540,17930,171888,3072596085
20251106,18310,18790,17680,18490,461302,8531468790
20251107,18980,20300,18860,20150,1095640,21771623180
20251110,19870,20950,19770,20750,471971,9744583690
20251111,20400,21200,20400,20950,318313,6651552825
20251112,20850,21600,20600,21550,288000,6147007300
20251113,21350,21750,21350,21700,217189,4699695425
20251114,21550,22200,21250,21950,349841,7647253250
20251117,21800,22200,21550,22050,196687,4319465800
20251118,21900,22450,21500,21600,223958,4911477825
20251119,21800,22100,21200,22050,248259,5419740725
20251120,22350,22550,21700,22300,190521,4251953750
20251121,22400,22750,21800,22500,239621,5369963725
20251124,22700,22850,21900,21900,210104,4676470125
20251125,21950,22150,21700,21900,133480,2921300925
20251126,22000,22000,20850,21750,212766,4615248825
20251127,21600,21750,21000,21350,125164,2672029175
20251128,21500,21700,21200,21550,112405,2418922475
20251201,21550,22100,21500,21850,155845,3410652150
20251202,21950,22650,21750,22600,286477,6395330500
20251203,22900,23200,22300,22850,260528,5913569950
20251204,22700,22850,22150,22400,202298,4519167375
20251205,22200,22600,22100,22400,156883,3519168400
20251208,22450,22500,22000,22350,164940,3677001150
20251209,22400,22850,22100,22750,222827,5038984375
20251210,22650,22650,22050,22250,169043,3762292500
20251211,22450,22600,21800,21900,206513,4553103550
20251212,22100,22400,21800,21950,98724,2166822525
20251215,22000,22750,21550,22300,143733,3224680675
20251216,22400,22700,22200,22300,126235,2823471275
20251217,22450,22550,22150,22250,78886,1760352525
20251218,22350,22350,21800,21850,63270,1392518750
20251219,22300,22300,21450,21750,144337,3132787200
20251222,22000,22000,21550,21700,86356,1874303425
20251223,21900,21950,21300,21500,107981,2327221300
20251224,21550,21750,21300,21450,49179,1056365975
20251226,21500,21500,20700,20750,120948,2529960000
20251229,20300,20700,19970,20150,138368,2793721125
20251230,20000,20200,19840,20100,94545,1894284780
20260102,20100,20100,19730,19760,101042,2009089645
20260105,19790,20050,19530,19930,136271,2701744365
20260106,19960,20100,19700,19960,146888,2925496135
20260107,19730,20300,19730,20250,165261,3309344030
20260108,20000,20750,20000,20150,151638,3080225250
20260109,20150,20150,19740,19860,106799,2121489590
20260112,19850,20550,19800,20500,163522,3312440615
20260113,20600,20750,20050,20400,82461,1673574750
20260114,20600,20800,20100,20700,137782,2842372775
20260115,20500,21150,20500,20900,167244,3480606525
20260116,21100,21450,20900,21100,139977,2957016825
20260119,21000,21250,20650,20900,116294,2440118750
20260120,20700,21350,20700,21100,166005,3502747200
20260121,21250,21550,20600,20950,127294,2670378725
20260122,20700,21500,20600,21150,122653,2594655150
20260123,21150,21450,20850,21100,105545,2225328625
20260126,21100,21200,20500,20600,111684,2317837425
20260127,20400,21100,20400,21000,100369,2103279750
20260128,20950,21050,20500,20850,115076,2387443525
20260129,20600,21250,20450,21100,145115,3032713575
20260130,20900,22400,20850,22150,340265,7447329025
20260202,22250,22750,21900,22200,211028,4720118125
20260203,22650,23300,22150,23300,352573,8073240950
20260204,23400,24100,23150,23550,202844,4809564950
20260205,22300,22300,20450,20950,789965,16534511125
20260206,20750,21200,20200,20800,282892,5885166650
20260209,21100,21750,20700,21000,382777,8008408400
20260210,21000,22500,20950,22350,518869,11327637750
20260211,22900,24100,22400,22850,513989,11875008400
20260212,22950,23100,22200,22400,204033,4582914900
20260213,22400,22600,21900,22200,154102,3431071975
20260219,22300,22400,21700,22250,194660,4279535275
20260220,22100,22650,22050,22500,199123,4464619050
20260223,22500,23100,22450,23000,186650,4281705675
20260224,22850,23000,22500,22600,155165,3520706925
20260225,22650,23700,22550,23500,341616,7969825575
20260226,23050,23100,22000,22450,372623,8344802575
20260227,22600,22700,21800,22000,281549,6216672450
20260303,21700,22000,21000,21050,255674,5462183075
20260304,20450,20700,18530,18660,465595,8979377370
20260305,19460,19790,18790,18960,403248,7656951615
20260306,18780,18900,18490,18770,214179,4007169065
20260309,18160,18620,17800,18460,137209,2497805280
20260310,18890,19500,18700,19280,213191,4091754500
20260311,19460,19840,19310,19340,131481,2570010230
20260312,19400,19590,18960,19070,128350,2453736445
20260313,18840,19150,18630,18960,86458,1643045805
20260316,18800,19400,18670,19020,93265,1788520720
20260317,19090,19670,19090,19560,62892,1221744650
20260318,19750,20350,19700,19850,145706,2916260300
20260319,19650,20050,19470,19950,101883,2022769775
20260320,20050,20600,20000,20450,153995,3154878325
20260323,20000,20700,19800,20150,186825,3797184525
20260324,20800,20800,19990,20450,86084,1750209000
20260325,21100,21100,20350,20600,93093,1919624400
20260326,20900,21500,20600,20950,160061,3358958450
20260327,20700,21400,20050,21250,129668,2726372400
20260330,21000,22400,20850,22100,284158,6254404575
20260331,21650,22500,21500,21900,217541,4805138025
20260401,21950,22350,21450,22300,141594,3109640525
20260402,22000,22700,21350,21600,150137,3303612700
20260403,21550,21900,21300,21450,84450,1825838700
20260406,21450,22300,21400,21950,108333,2388296225
20260407,21700,22500,21650,22250,113402,2517210575
20260408,22750,23200,21250,21550,209271,4563478325
20260409,21450,22500,21450,22450,172134,3832650075
20260410,22250,22700,22050,22150,128590,2857955400
20260413,22150,22250,21750,22050,56140,1235159800
20260414,21850,22750,21750,22750,143003,3199071050
20260415,22750,22900,22550,22900,122951,2798534925
20260416,22950,23750,22750,23700,201170,4692985750
20260417,23650,23700,23050,23400,110051,2570134500
20260420,23600,23900,23500,23600,170306,4044538950
20260421,23350,23500,22800,23350,103172,2398446675
20260422,23100,23400,22700,23150,99326,2288242075
20260423,23650,24000,23250,23600,113385,2672427600
20260424,23450,23600,22850,23300,74250,1716701150
20260427,23400,24200,23350,24000,161343,3864532225
20260428,23650,23650,22900,23250,138056,3218355800
20260429,23300,23700,23050,23550,142354,3339108400
20260430,23300,23600,23050,23500,116427,2721861975
20260504,23700,23850,22650,23050,133287,3071652725
20260506,22600,23000,22250,22450,178956,4063254650
20260507,22350,24450,21650,23550,385043,9002998625
20260508,24100,26500,23750,25800,912617,23542692750
20260511,25450,26750,25200,25900,342471,8960997900
20260512,25900,26050,24700,25650,256798,6548389700
20260513,25900,27000,25650,26400,483996,12835937000
20260514,27050,28800,27000,28800,548746,15418747875
20260515,28300,29950,28100,29450,777982,22809556050
20260518,29150,29250,27100,28400,409647,11615105350
20260519,28800,28850,26550,27350,285773,7773901800
20260520,27450,27650,25750,26250,331729,8719062600
20260521,26350,27400,25700,27400,225429,6051088450
20260522,27650,27700,26800,27350,135439,3690187700
20260526,27850,28200,26450,27150,239451,6519157025
20260527,27250,27550,26200,27000,194727,5190565750
