date,open,high,low,close,volume,turnover
20251010,49100,49250,48000,48800,250078,12189578244
20251013,48250,48500,47400,48050,164012,7878557475
20251014,48100,49500,46650,47100,278310,13167745125
20251015,46800,47150,45900,46800,642993,29839689325
20251016,47200,48700,46950,47100,221497,10556266725
20251017,47400,47700,46300,46600,198588,9296495425
20251020,46500,46600,45450,46500,234688,10827101925
20251021,46800,47050,46200,46500,147769,6889764850
20251022,46500,47200,46100,47050,151697,7108437850
20251023,47500,48800,46650,46750,221981,10574626325
20251024,49350,52800,48350,52400,1238028,62491341075
20251027,51600,52700,50300,50700,304067,15599307100
20251028,51500,51700,50400,50600,142134,7221466650
20251029,50800,50900,48700,48750,489842,24031818575
20251030,49300,49750,48750,48850,228170,11218192050
20251031,50500,50500,49000,49300,195286,9627223850
20251103,49450,49800,47800,47900,264403,12848936200
20251104,47450,48400,47450,47500,157685,7569011850
20251105,47200,47850,46100,47300,201880,9479969000
20251106,48150,49350,47850,47950,205697,9988881100
20251107,47800,48200,46200,46650,147424,6922934175
20251110,47050,50800,46600,49900,451628,22032388084
20251111,51400,56400,51300,54200,1022150,55781605150
20251112,53600,55400,53600,54400,231833,12658889850
20251113,54400,57800,54400,57000,477853,27222452450
20251114,56900,58400,56000,56100,261101,14895850150
20251117,57900,58300,55900,57000,173536,9840324000
20251118,56800,57000,55400,55500,219284,12233275800
20251119,55500,55800,54000,54300,170362,9330881150
20251120,55200,57800,54800,56100,255392,14480728750
20251121,54600,56600,54200,55300,187113,10354384700
20251124,56400,57600,53700,54000,148969,8185862300
20251125,54900,54900,51800,51800,218453,11548410150
20251126,52800,53000,51300,52000,137923,7174480300
20251127,52100,52600,51000,52100,167987,8702343050
20251128,52900,58600,52600,58600,566693,32281752250
20251201,58900,60800,58700,58900,482889,28784312950
20251202,60000,60400,58700,59500,292098,17376817600
20251203,58800,59400,55000,55600,435950,24645902900
20251204,55000,56000,54500,55100,178243,9800348250
20251205,55300,56000,54500,55300,140487,7718220900
20251208,55400,55600,54500,55200,152170,8368850200
20251209,56700,56800,55200,56100,192806,10803497750
20251210,56500,56900,55900,56700,136464,7693652350
20251211,57000,60000,57000,59800,429724,25458432600
20251212,60000,60000,55300,56700,346680,20095277530
20251215,56700,57000,55500,56300,101116,5699487000
20251216,56300,58500,56100,57900,267184,15412899900
20251217,57800,60000,57700,59000,304138,17984243304
20251218,58600,59100,57800,58100,107133,6244400400
20251219,58400,58600,56800,57700,382152,22015690050
20251222,57800,57900,55800,56100,161767,9139703250
20251223,55900,56300,54000,54200,219739,11979674550
20251224,54300,54700,53300,53500,116091,6247822550
20251226,54100,54200,52900,53100,127899,6809982550
20251229,53800,54900,53100,54600,111976,6067915950
20251230,54100,55000,53000,54500,69646,3783222900
20260102,56100,59800,55900,58600,340006,19837889850
20260105,58600,58600,55700,56600,254700,14425152600
20260106,57600,58100,56300,57300,261140,14855729400
20260107,56500,57800,54500,55500,213387,11923177250
20260108,55300,56000,54900,56000,177661,9864803000
20260109,56800,59400,56400,58100,347243,20249477200
20260112,58200,58900,56500,58700,161772,9405531350
20260113,58400,59400,56900,57400,162403,9405303200
20260114,57800,58900,57100,58100,117912,6868303350
20260115,58300,58700,57100,58400,111895,6498455450
20260116,59000,62800,58400,59700,440049,26600999700
20260119,59000,59700,57500,57900,181911,10541759400
20260120,58100,59400,57600,58800,157241,9237529850
20260121,57000,59200,57000,58400,212409,12306236250
20260122,57700,61900,57000,59200,395029,23523184150
20260123,60000,62800,59000,62800,457794,28088316650
20260126,63600,65000,61600,64900,871638,55364140600
20260127,64400,66900,62900,63900,700235,45091102050
20260128,64800,68000,64800,67900,718826,47922478500
20260129,72000,77600,70500,75600,1463068,108078878500
20260130,76100,77500,74000,74300,682176,51614967700
20260202,73000,76200,71600,72700,408310,30107235900
20260203,75500,76400,72800,74600,347357,25763874000
20260204,74200,76700,72800,74600,436715,32364198550
20260205,73000,73000,68300,69100,625710,44133651200
20260206,65500,68200,64500,66600,274440,18250828100
20260209,67400,69200,66200,67800,227051,15351901850
20260210,68500,69500,65600,66500,329743,22007705050
20260211,68900,70100,67000,67600,341763,23166945450
20260212,68300,68800,65300,66000,522764,34600590500
20260213,66500,66900,61800,63400,449397,28800393900
20260219,65800,71200,65600,70400,712028,48976878900
20260220,71000,72200,68600,69500,272394,19019878600
20260223,69600,70200,67300,68800,284441,19541132900
20260224,68500,69100,67000,67400,208929,14110465000
20260225,60000,60600,59500,59900,8260171,495687940450
20260226,60400,60400,58350,58900,1120949,66068138500
20260227,59100,59200,57500,58400,558071,32552606150
20260303,58000,59500,55800,55900,590770,34094359500
20260304,53700,55500,49000,49250,949217,48939021175
20260305,52600,56200,51500,54900,973299,53074105700
20260306,54100,57100,53600,55300,414896,22913840250
20260309,51800,53500,51000,53200,200396,10489688450
20260310,55600,55800,53700,54500,195374,10662426150
20260311,56600,56800,54600,54700,218139,12132312200
20260312,54100,54900,53000,54500,246156,13279472250
20260313,53000,54000,52700,53900,119352,6386959850
20260316,53400,53400,51900,52700,212743,11137213300
20260317,53100,53400,52300,52300,186212,9838377400
20260318,53300,54600,53200,54500,167358,9019832150
20260319,53000,53900,52500,52500,188711,9984884150
20260320,52900,54600,52500,53400,148890,8001915600
20260323,52000,52500,50200,50600,174263,8894482650
20260324,51800,52400,50600,51700,137077,7057763600
20260325,51700,54000,51700,53800,145478,7752524000
20260326,53300,55200,52500,52700,336225,18097739900
20260327,51300,54000,51100,54000,191862,10152699900
20260330,52400,53200,51500,52500,173425,9125898050
20260331,52500,53850,50300,50500,272762,14108539450
20260401,52300,55300,52300,54600,256063,13882128900
20260402,54900,55200,51600,52300,197407,10508871050
20260403,53200,53900,52600,52700,109025,5807523700
20260406,52400,52900,50600,50700,146113,7487138100
20260407,51600,52100,50500,51300,101130,5176858300
20260408,53900,54700,52500,52800,262766,14017167400
20260409,52400,53500,52100,52700,196827,10371853200
20260410,53600,54600,53600,54200,135643,7346354950
20260413,52800,54900,52600,53800,123165,6660184550
20260414,55100,55700,54200,54400,137115,7514822350
20260415,55800,57700,55600,56700,371598,21055848600
20260416,58100,58300,56900,57600,341514,19659245050
20260417,58500,58700,57200,58200,260006,15156594450
20260420,58600,58600,57300,57400,170327,9849728300
20260421,57500,58600,56500,57100,193909,11127033750
20260422,56600,57500,56100,57300,136643,7768338850
20260423,58000,58200,56700,57700,189732,10876750600
20260424,58600,60000,58400,59400,358947,21312144800
20260427,60400,61200,59700,60600,295306,17857852850
20260428,61000,61100,57500,57500,385420,22546848000
20260429,58700,59000,57100,57500,123385,7150273550
20260430,57400,57700,55000,55600,182217,10235686850
20260504,56600,58200,56100,56300,160956,9188039700
20260506,56500,56500,54200,55100,193763,10638311350
20260507,55000,55700,53600,53900,229170,12514951750
20260508,55000,56700,54200,55600,226507,12584995100
20260511,56400,57500,55000,55600,250501,14096276800
20260512,55800,56200,53900,54700,250943,13773078650
20260513,55500,55800,49300,51000,825386,42190977425
20260514,50800,55000,49100,55000,525313,26773731900
20260515,54100,54200,49850,50500,335809,17206062500
