date,open,high,low,close,volume,turnover,symbol,name,fetched_at,analysis_date
20260605,16590,16620,15970,16110,145309,2340913995,000080,하이트진로,2026-06-05T09:49:58,20260605
20260605,80700,81900,77000,77500,380240,29738793950,000100,유한양행,2026-06-05T09:49:58,20260605
20260605,83400,83400,80600,81900,73850,6015416750,000120,CJ대한통운,2026-06-05T09:49:58,20260605
20260605,1748000,1769000,1605000,1740000,132916,225359207000,000150,두산,2026-06-05T09:49:58,20260605
20260605,51700,51700,48550,50100,60859,3028810450,000210,DL,2026-06-05T09:49:58,20260605
20260605,25800,26000,24150,24800,130782,3231064925,000240,한국앤컴퍼니,2026-06-05T09:49:58,20260605
20260605,312000,315000,290000,292000,141111,42106520250,000250,삼천당제약,2026-06-05T09:49:58,20260605
20260605,162900,163000,154600,161100,1077583,171264223725,000270,기아,2026-06-05T09:49:58,20260605
20260605,2142000,2188000,2070000,2070000,5778751,12216749328700,000660,SK하이닉스,2026-06-05T09:49:58,20260605
20260605,51400,51400,48450,49050,23754,1171523200,000670,영풍,2026-06-05T09:49:58,20260605
20260605,135300,136600,126600,131900,528781,68873044300,000720,현대건설,2026-06-05T09:49:58,20260605
20260605,705000,728000,682000,695000,343227,238781792698,000810,삼성화재,2026-06-05T09:49:58,20260605
20260605,125600,127700,117100,125300,261277,32009765300,000880,한화,2026-06-05T09:49:58,20260605
20260605,178400,186900,168400,183800,219517,39389188750,001040,CJ,2026-06-05T09:49:58,20260605
20260605,50500,50600,48000,48950,241528,11811112475,001430,세아베스틸지주,2026-06-05T09:49:58,20260605
20260605,41400,41450,38900,39950,10168977,399919788725,001440,대한전선,2026-06-05T09:49:58,20260605
20260605,35750,38000,34600,35800,777177,27796280625,001450,현대해상,2026-06-05T09:49:58,20260605
20260605,9900,9900,9900,9900,0,0,001570,금양,2026-06-05T09:49:58,20260605
20260605,18750,18850,18200,18480,82112,1512709835,001680,대상,2026-06-05T09:49:58,20260605
20260605,27450,27450,25000,25950,120321,3085067150,001800,오리온홀딩스,2026-06-05T09:49:58,20260605
20260605,570000,573000,524000,542000,32420,17599568000,002380,KCC,2026-06-05T09:49:58,20260605
20260605,13200,13610,12690,12850,127255,1649977080,002710,TCC스틸,2026-06-05T09:49:58,20260605
20260605,22700,22700,21650,22000,116276,2558631975,002790,아모레퍼시픽홀딩스,2026-06-05T09:49:58,20260605
20260605,122000,123700,118100,119700,3709,443514500,002840,미원상사,2026-06-05T09:49:58,20260605
20260605,140000,145700,134900,143500,24737,3498929250,003030,세아제강지주,2026-06-05T09:49:58,20260605
20260605,18400,18430,17630,17850,61674,1107491470,003090,대웅,2026-06-05T09:49:58,20260605
20260605,1146000,1210000,1112000,1120000,64958,74508374500,003230,삼양식품,2026-06-05T09:49:58,20260605
20260605,910000,910000,867000,870000,2517,2204868000,003240,태광산업,2026-06-05T09:49:58,20260605
20260605,11030,11040,10460,10540,704672,7472428990,003380,하림지주,2026-06-05T09:49:58,20260605
20260605,25000,25450,24500,24900,1525004,37983274125,003490,대한항공,2026-06-05T09:49:58,20260605
20260605,120600,124900,116500,122900,932545,113051011200,003550,LG,2026-06-05T09:49:58,20260605
20260605,3160,3160,3010,3050,1090321,3330342537,003620,KG모빌리티,2026-06-05T09:49:58,20260605
20260605,220000,222000,203000,209000,204019,42646985000,003670,포스코퓨처엠,2026-06-05T09:49:58,20260605
20260605,50200,50200,47300,48050,49720,2394591850,004000,롯데정밀화학,2026-06-05T09:49:58,20260605
20260605,38500,38600,35150,35900,673798,24239279650,004020,현대제철,2026-06-05T09:49:58,20260605
20260605,656000,722000,622000,650000,156359,101638070000,004170,신세계,2026-06-05T09:49:58,20260605
20260605,386000,391500,371000,373500,27074,10178500250,004370,농심,2026-06-05T09:49:58,20260605
20260605,55400,55900,52500,53500,50685,2711952200,004490,세방전지,2026-06-05T09:49:58,20260605
20260605,26100,26100,24800,25300,216335,5438236150,004990,롯데지주,2026-06-05T09:49:58,20260605
20260605,10980,11150,10430,10440,202535,2149993110,005250,녹십자홀딩스,2026-06-05T09:49:58,20260605
20260605,56900,57200,53600,54900,658267,36309595700,005290,동진쎄미켐,2026-06-05T09:49:58,20260605
20260605,107600,108100,104300,108000,33072,3529431400,005300,롯데칠성,2026-06-05T09:49:58,20260605
20260605,691000,715000,650000,700000,1525982,1034123475500,005380,현대차,2026-06-05T09:49:58,20260605
20260605,12760,13190,12050,12180,162962,2004544760,005420,코스모화학,2026-06-05T09:49:58,20260605
20260605,401500,405000,375000,390000,432637,167212768250,005490,POSCO홀딩스,2026-06-05T09:49:58,20260605
20260605,145900,149700,139600,142400,172623,24656147650,005830,DB손해보험,2026-06-05T09:49:58,20260605
20260605,70100,71000,66000,69700,152377,10447960000,005850,에스엘,2026-06-05T09:49:58,20260605
20260605,333500,343000,325000,329000,33725012,11191087320641,005930,삼성전자,2026-06-05T09:49:58,20260605
20260605,32000,33300,31200,31750,1730975,55097862075,005940,NH투자증권,2026-06-05T09:49:58,20260605
20260605,33650,34500,33600,34250,86541,2947979500,006040,동원산업,2026-06-05T09:49:58,20260605
