date,open,high,low,close,volume,turnover,symbol,name,fetched_at,analysis_date
20260611,15600,16430,15500,16430,199141,3183717535,000080,하이트진로,2026-06-11T09:56:08,20260611
20260611,74800,76600,72600,76400,401450,30210630750,000100,유한양행,2026-06-11T09:56:08,20260611
20260611,79200,80600,78350,79800,87377,6960393250,000120,CJ대한통운,2026-06-11T09:56:08,20260611
20260611,1538000,1634000,1485000,1621000,87474,138898509000,000150,두산,2026-06-11T09:56:08,20260611
20260611,47800,52900,47300,52000,167351,8555522775,000210,DL,2026-06-11T09:56:08,20260611
20260611,25700,26000,24600,25850,175038,4459054125,000240,한국앤컴퍼니,2026-06-11T09:56:08,20260611
20260611,250500,263000,237500,263000,308243,78081150750,000250,삼천당제약,2026-06-11T09:56:08,20260611
20260611,154300,156000,150300,156000,1634502,251234005350,000270,기아,2026-06-11T09:56:08,20260611
20260611,1975000,2163000,1960000,2101000,6625775,13762080390120,000660,SK하이닉스,2026-06-11T09:56:08,20260611
20260611,44700,47200,44050,46600,45463,2085016200,000670,영풍,2026-06-11T09:56:08,20260611
20260611,125200,126300,118500,122700,974982,118739587600,000720,현대건설,2026-06-11T09:56:08,20260611
20260611,615000,663000,597000,663000,276539,177715886500,000810,삼성화재,2026-06-11T09:56:08,20260611
20260611,115800,123700,113400,117600,262494,30970927050,000880,한화,2026-06-11T09:56:08,20260611
20260611,167200,175300,164700,173000,186526,32095840200,001040,CJ,2026-06-11T09:56:08,20260611
20260611,44050,47700,42100,46350,361970,16303459350,001430,세아베스틸지주,2026-06-11T09:56:08,20260611
20260611,36650,37100,34650,36950,2496847,89596387050,001440,대한전선,2026-06-11T09:56:08,20260611
20260611,37050,38600,36650,37800,797440,30139973025,001450,현대해상,2026-06-11T09:56:08,20260611
20260611,9900,9900,9900,9900,0,0,001570,금양,2026-06-11T09:56:08,20260611
20260611,17850,18150,17570,17810,433679,7707922970,001680,대상,2026-06-11T09:56:08,20260611
20260611,24900,29400,24450,27950,712152,19347326525,001800,오리온홀딩스,2026-06-11T09:56:08,20260611
20260611,468000,510000,462000,490500,71417,35326706750,002380,KCC,2026-06-11T09:56:08,20260611
20260611,11480,12350,11360,11940,59169,689973680,002710,TCC스틸,2026-06-11T09:56:08,20260611
20260611,22900,24550,22550,24550,371090,8948664875,002790,아모레퍼시픽홀딩스,2026-06-11T09:56:08,20260611
20260611,118000,129900,115200,127400,13303,1652469300,002840,미원상사,2026-06-11T09:56:08,20260611
20260611,134500,136800,128600,134000,38405,5110021650,003030,세아제강지주,2026-06-11T09:56:08,20260611
20260611,16610,18070,16610,18050,106504,1895810355,003090,대웅,2026-06-11T09:56:08,20260611
20260611,1132000,1187000,1113000,1176000,94587,110179929000,003230,삼양식품,2026-06-11T09:56:08,20260611
20260611,904000,915000,872000,902000,3131,2800946000,003240,태광산업,2026-06-11T09:56:08,20260611
20260611,10000,10310,9850,10270,863465,8757072915,003380,하림지주,2026-06-11T09:56:08,20260611
20260611,24700,24950,24100,24800,2040467,50272520050,003490,대한항공,2026-06-11T09:56:08,20260611
20260611,103400,107500,99600,107500,1265292,132201238100,003550,LG,2026-06-11T09:56:08,20260611
20260611,3100,3150,3020,3100,702928,2153021590,003620,KG모빌리티,2026-06-11T09:56:08,20260611
20260611,181100,187400,177400,184700,434516,79664182750,003670,포스코퓨처엠,2026-06-11T09:56:08,20260611
20260611,45500,48850,45000,48850,106497,5058979625,004000,롯데정밀화학,2026-06-11T09:56:08,20260611
20260611,32300,32500,31000,32150,1501955,47624014075,004020,현대제철,2026-06-11T09:56:08,20260611
20260611,713000,725000,642000,714000,207265,144203637500,004170,신세계,2026-06-11T09:56:08,20260611
20260611,353500,378000,353500,375000,44050,16242986250,004370,농심,2026-06-11T09:56:08,20260611
20260611,52600,52600,50000,52100,299139,15424483200,004490,세방전지,2026-06-11T09:56:08,20260611
20260611,25450,26900,25000,26650,406827,10703318175,004990,롯데지주,2026-06-11T09:56:08,20260611
20260611,9850,11350,9840,11350,1021652,11113294440,005250,녹십자홀딩스,2026-06-11T09:56:08,20260611
20260611,51000,57600,50600,55400,1696771,93901475150,005290,동진쎄미켐,2026-06-11T09:56:08,20260611
20260611,101000,103100,100000,101400,45690,4649601100,005300,롯데칠성,2026-06-11T09:56:08,20260611
20260611,570000,598000,561000,597000,1412678,825870090000,005380,현대차,2026-06-11T09:56:08,20260611
20260611,11080,12270,10940,12270,221254,2587256880,005420,코스모화학,2026-06-11T09:56:08,20260611
20260611,350000,360000,342500,358000,418533,147528165500,005490,POSCO홀딩스,2026-06-11T09:56:08,20260611
20260611,140500,143300,135800,140000,432793,60508576000,005830,DB손해보험,2026-06-11T09:56:08,20260611
20260611,61600,64900,60100,64900,291504,18380786900,005850,에스엘,2026-06-11T09:56:08,20260611
20260611,290500,306500,287500,299000,31420307,9359984196250,005930,삼성전자,2026-06-11T09:56:08,20260611
20260611,29900,31750,29150,31200,1522922,46912449750,005940,NH투자증권,2026-06-11T09:56:08,20260611
20260611,31750,32750,31650,32300,83135,2674282975,006040,동원산업,2026-06-11T09:56:08,20260611
20260611,375000,381500,353500,373500,213581,79006844500,006260,LS,2026-06-11T09:56:08,20260611
20260611,118500,124500,118500,124200,58001,7101041350,006280,녹십자,2026-06-11T09:56:08,20260611
20260611,25450,26300,24750,26200,2910404,74850633325,006360,GS건설,2026-06-11T09:56:08,20260611
20260611,476500,498500,466500,498500,498703,243383395500,006400,삼성SDI,2026-06-11T09:56:08,20260611
20260611,117100,121900,115600,120900,37535,4464298150,006650,대한유화,2026-06-11T09:56:08,20260611
20260611,49200,51100,45650,51100,7119779,344905453025,006800,미래에셋증권,2026-06-11T09:56:08,20260611
20260611,23000,23850,22800,23750,197590,4636562875,007070,GS리테일,2026-06-11T09:56:08,20260611
20260611,312500,340000,310500,340000,16428,5382941500,007310,오뚜기,2026-06-11T09:56:08,20260611
20260611,38800,40800,37500,39950,222231,8718005900,007340,DN오토모티브,2026-06-11T09:56:08,20260611
20260611,17100,17700,16610,17700,123976,2129494125,008730,율촌화학,2026-06-11T09:56:08,20260611
20260611,55600,56400,53300,55700,395369,21829811900,008770,호텔신라,2026-06-11T09:56:08,20260611
20260611,29200,30000,28300,29800,167535,4926417750,008930,한미사이언스,2026-06-11T09:56:08,20260611
20260611,1725000,1844000,1691000,1805000,1142539,2025367687500,009150,삼성전기,2026-06-11T09:56:08,20260611
20260611,31850,33000,31200,32300,95829,3098233550,009240,한샘,2026-06-11T09:56:08,20260611
20260611,48300,53100,46700,53000,445800,22617908750,009420,한올바이오파마,2026-06-11T09:56:08,20260611
20260611,13540,14130,13320,14130,273214,3784560750,009520,포스코엠텍,2026-06-11T09:56:08,20260611
20260611,377000,382500,360000,375500,477807,177990303500,009540,HD한국조선해양,2026-06-11T09:56:08,20260611
20260611,37200,37250,34600,36950,1875806,67927775700,009830,한화솔루션,2026-06-11T09:56:08,20260611
20260611,185600,188500,178600,185300,30544,5616849400,009970,영원무역홀딩스,2026-06-11T09:56:08,20260611
20260611,270000,293500,253500,283500,400497,109312276000,010060,OCI홀딩스,2026-06-11T09:56:08,20260611
20260611,237500,240000,219000,229500,1134510,258962826750,010120,LS ELECTRIC,2026-06-11T09:56:08,20260611
20260611,1131000,1165000,1085000,1164000,31622,35954075000,010130,고려아연,2026-06-11T09:56:08,20260611
20260611,25150,25500,24550,25300,5283301,132850307400,010140,삼성중공업,2026-06-11T09:56:08,20260611
20260611,111200,113500,109400,113100,345816,38670167300,010950,S-Oil,2026-06-11T09:56:08,20260611
20260611,1023000,1098000,1009000,1072000,417320,439742137500,011070,LG이노텍,2026-06-11T09:56:08,20260611
20260611,72700,76000,71700,76000,164581,12213621100,011170,롯데케미칼,2026-06-11T09:56:08,20260611
20260611,18100,18850,18000,18850,1514045,28098402780,011200,HMM,2026-06-11T09:56:08,20260611
20260611,69100,71600,67700,71600,282863,19818644800,011210,현대위아,2026-06-11T09:56:08,20260611
20260611,118800,120900,116000,119700,113761,13495509400,011780,금호석유화학,2026-06-11T09:56:08,20260611
20260611,118900,140000,116700,140000,829530,108563409400,011790,SKC,2026-06-11T09:56:08,20260611
20260611,542000,583000,534000,576000,590857,332513039410,012330,현대모비스,2026-06-11T09:56:08,20260611
20260611,1012000,1020000,965000,1014000,216006,215558348000,012450,한화에어로스페이스,2026-06-11T09:56:08,20260611
20260611,19860,20200,19110,19860,119905,2357568270,012630,HDC,2026-06-11T09:56:08,20260611
20260611,71700,76700,70000,76700,253040,19075946000,012750,에스원,2026-06-11T09:56:08,20260611
20260611,260500,296000,247000,296000,132234,36999066250,014680,한솔케미칼,2026-06-11T09:56:08,20260611
20260611,19640,21450,19560,21450,272452,5576652990,014820,동원시스템즈,2026-06-11T09:56:08,20260611
20260611,35550,36150,35000,35900,2237560,79820620925,015760,한국전력,2026-06-11T09:56:08,20260611
20260611,107900,113100,106500,111800,748076,82994601950,016360,삼성증권,2026-06-11T09:56:08,20260611
20260611,100000,102000,97200,100000,1968301,195901886300,017670,SK텔레콤,2026-06-11T09:56:08,20260611
20260611,75500,80700,73500,79400,652315,50974437650,017800,현대엘리베이터,2026-06-11T09:56:08,20260611
20260611,30300,31400,29250,31250,576423,17758859175,017960,한국카본,2026-06-11T09:56:08,20260611
20260611,214500,230000,211000,229500,644744,144319353500,018260,삼성에스디에스,2026-06-11T09:56:08,20260611
20260611,4275,4275,4065,4230,10442242,43836958919,018880,한온시스템,2026-06-11T09:56:08,20260611
20260611,91900,92400,86100,92000,586697,53013301750,021240,코웨이,2026-06-11T09:56:08,20260611
20260611,24600,27100,24250,27100,868242,22578791075,022100,포스코DX,2026-06-11T09:56:08,20260611
20260611,197400,202000,188300,202000,341672,66913561950,023530,롯데쇼핑,2026-06-11T09:56:08,20260611
20260611,20750,21000,20100,20950,1645718,34159073400,024110,기업은행,2026-06-11T09:56:08,20260611
20260611,7390,7750,7230,7680,145821,1091551790,025900,동화기업,2026-06-11T09:56:08,20260611
20260611,25200,25650,24400,25450,220687,5564247050,026960,동서,2026-06-11T09:56:08,20260611
20260611,45300,46050,43200,45550,2088330,93710615025,028050,삼성E&A,2026-06-11T09:56:08,20260611
20260611,389500,420500,384000,410000,615013,250033980250,028260,삼성물산,2026-06-11T09:56:08,20260611
20260611,5140,5210,4995,4995,3075778,15537133477,028670,팬오션,2026-06-11T09:56:08,20260611
20260611,45400,47600,44550,47150,690769,32150590075,029780,삼성카드,2026-06-11T09:56:08,20260611
20260611,18230,19310,18190,19310,888675,16929703555,030000,제일기획,2026-06-11T09:56:08,20260611
20260611,55100,60000,53600,60000,935790,54000101974,030200,KT,2026-06-11T09:56:08,20260611
20260611,18780,20100,18400,19890,289182,5658560410,030520,한글과컴퓨터,2026-06-11T09:56:08,20260611
20260611,14420,15390,14280,15390,1617400,24252105730,032640,LG유플러스,2026-06-11T09:56:08,20260611
20260611,354500,369500,342000,365000,762495,275689873500,032830,삼성생명,2026-06-11T09:56:08,20260611
20260611,185000,186100,181400,185100,634757,117209719300,033780,KT&G,2026-06-11T09:56:08,20260611
20260611,88500,89200,85300,88600,3002950,262160550620,034020,두산에너빌리티,2026-06-11T09:56:08,20260611
20260611,12680,12850,12120,12850,7433287,93355355480,034220,LG디스플레이,2026-06-11T09:56:08,20260611
20260611,555000,583000,535000,575000,268483,153142662500,034730,SK,2026-06-11T09:56:08,20260611
20260611,14990,15600,14750,15600,809312,12277692000,035250,강원랜드,2026-06-11T09:56:08,20260611
20260611,218500,228500,218500,224000,2218764,495374431750,035420,NAVER,2026-06-11T09:56:08,20260611
20260611,37150,39700,36500,39300,2013343,77195449825,035720,카카오,2026-06-11T09:56:08,20260611
20260611,35750,38500,35500,38100,220000,8229587500,035760,CJ ENM,2026-06-11T09:56:08,20260611
20260611,49900,55300,49900,54900,536946,29010927950,035900,JYP Ent.,2026-06-11T09:56:08,20260611
20260611,34500,35850,34350,35750,389465,13798478650,036460,한국가스공사,2026-06-11T09:56:08,20260611
20260611,6540,7140,6510,6910,3322451,22803747650,036540,SFA반도체,2026-06-11T09:56:08,20260611
20260611,247500,260000,244000,260000,130729,33358862000,036570,엔씨소프트,2026-06-11T09:56:08,20260611
20260611,41450,43750,40950,43750,101855,4361482575,036830,솔브레인홀딩스,2026-06-11T09:56:08,20260611
20260611,197300,254000,183000,245500,7355861,1690604457050,036930,주성엔지니어링,2026-06-11T09:56:08,20260611
20260611,438000,510000,435000,504000,327636,159900915500,039030,이오테크닉스,2026-06-11T09:56:08,20260611
20260611,33900,34600,33350,34500,31440,1069402050,039130,하나투어,2026-06-11T09:56:08,20260611
20260611,331500,350500,324000,341500,235137,80019443750,039490,키움증권,2026-06-11T09:56:08,20260611
20260611,71300,88800,71300,88800,537040,45225207450,041510,에스엠,2026-06-11T09:56:08,20260611
20260611,108400,108600,101800,104500,1514159,157308860800,042660,한화오션,2026-06-11T09:56:08,20260611
20260611,262500,291000,259000,291000,1379286,389447773500,042700,한미반도체,2026-06-11T09:56:08,20260611
20260611,12630,13430,12230,13200,3764442,48044754475,046890,서울반도체,2026-06-11T09:56:08,20260611
20260611,19970,20450,19270,20450,4768874,95402026015,047040,대우건설,2026-06-11T09:56:08,20260611
20260611,58200,58300,55600,58100,558534,31964851950,047050,포스코인터내셔널,2026-06-11T09:56:08,20260611
