date,symbol,name,close,volume,turnover,pct_change,vol_ratio_20,knee_score,knee_grade,knee_reasons,knee_confirmed,shoulder_score,shoulder_grade,shoulder_reasons,shoulder_confirmed,analysis_date,run_at
20260513,183300,코미코,187000,574218,97928654850,29.95,3.67,75,Watch,종가 반등 | MACD 개선 | 거래량 증가 | 20일선 회복,1,25,Neutral,최근 20일 고점권 | 거래량 이상,0,20260513,2026-05-13T09:30:45
20260513,001680,대상,20150,186018,3746891140,1.36,1.85,75,Watch,최근 20일 저점권 | 종가 반등 | RSI 반등 | MACD 개선 | 거래량 증가,0,5,Neutral,거래량 이상,0,20260513,2026-05-13T09:30:45
20260513,006280,녹십자,138200,174454,24917128600,0.66,3.1,75,Watch,최근 20일 저점권 | 종가 반등 | RSI 반등 | MACD 개선 | 거래량 증가,0,5,Neutral,거래량 이상,0,20260513,2026-05-13T09:30:45
20260513,034220,LG디스플레이,14170,37392073,527915835375,11.05,4.43,75,Watch,종가 반등 | MACD 개선 | 거래량 증가 | 20일선 회복,1,5,Neutral,거래량 이상,0,20260513,2026-05-13T09:30:45
20260513,036570,엔씨소프트,263000,371818,93550752000,5.2,2.52,75,Watch,종가 반등 | MACD 개선 | 거래량 증가 | 20일선 회복,1,5,Neutral,거래량 이상,0,20260513,2026-05-13T09:30:45
20260513,282330,BGF리테일,133700,108572,14467034200,0.83,1.67,75,Watch,종가 반등 | MACD 개선 | 거래량 증가 | 20일선 회복,1,5,Neutral,거래량 이상,0,20260513,2026-05-13T09:30:45
20260513,003380,하림지주,12310,2145293,26628036800,1.32,2.0,60,Neutral,최근 20일 저점권 | 종가 반등 | RSI 반등 | 거래량 증가,0,20,Neutral,MACD 둔화 | 거래량 이상,0,20260513,2026-05-13T09:30:45
20260513,001430,세아베스틸지주,72400,384376,27757199050,7.74,1.32,55,Neutral,종가 반등 | MACD 개선 | 20일선 회복,1,0,Neutral,,0,20260513,2026-05-13T09:30:45
20260513,012450,한화에어로스페이스,1286000,149714,190559533000,0.16,0.73,55,Neutral,최근 20일 저점권 | 종가 반등 | RSI 반등 | MACD 개선,0,0,Neutral,,0,20260513,2026-05-13T09:30:45
20260513,030520,한글과컴퓨터,19780,146663,2895867750,0.3,1.02,55,Neutral,최근 20일 저점권 | 종가 반등 | RSI 반등 | MACD 개선,0,0,Neutral,,0,20260513,2026-05-13T09:30:45
20260513,088350,한화생명,4980,8631342,42553499688,2.79,1.42,55,Neutral,종가 반등 | MACD 개선 | 20일선 회복,1,0,Neutral,,0,20260513,2026-05-13T09:30:45
20260513,114090,GKL,11420,387335,4365373030,1.78,1.13,55,Neutral,최근 20일 저점권 | 종가 반등 | RSI 반등 | MACD 개선,0,0,Neutral,,0,20260513,2026-05-13T09:30:45
20260513,122870,와이지엔터테인먼트,49450,104268,5155286375,1.23,0.89,55,Neutral,최근 20일 저점권 | 종가 반등 | RSI 반등 | MACD 개선,0,0,Neutral,,0,20260513,2026-05-13T09:30:45
20260513,000270,기아,179500,2667366,463582454500,6.65,1.82,50,Neutral,종가 반등 | MACD 개선 | 거래량 증가,0,25,Neutral,최근 20일 고점권 | 거래량 이상,0,20260513,2026-05-13T09:30:45
20260513,000660,SK하이닉스,1976000,7126921,13535538165412,7.68,1.54,50,Neutral,종가 반등 | MACD 개선 | 거래량 증가,0,25,Neutral,최근 20일 고점권 | 거래량 이상,0,20260513,2026-05-13T09:30:45
20260513,004170,신세계,482500,188428,91335038000,9.29,2.58,50,Neutral,종가 반등 | MACD 개선 | 거래량 증가,0,25,Neutral,최근 20일 고점권 | 거래량 이상,0,20260513,2026-05-13T09:30:45
